gene_name,log2FoldChange,pvalue
CD38,0.344367333,0.865433054
AC017037.2,-0.218632604,0.914259612
FAM198B,-0.433299426,0.23392168
AC098679.1,-0.203903047,0.920079379
TMEM144,0.133048544,0.751411615
AC098679.3,0.128744921,0.949802156
RXFP1,1.228869664,0.090563769
AC121161.1,0.081387147,0.968022091
C4orf46,-0.529326357,0.02732563
ETFDH,-0.061210091,0.897253669
PPID,0.623667412,0.053677647
FNIP2,0.338140718,0.002051042
C4orf45,0.072323003,0.971006471
AC093700.1,0.118967887,0.953326105
RAPGEF2,0.427445543,0.003430669
FGFBP1,-0.175419203,0.93122636
FGFBP2,-0.216141869,0.906975624
PROM1,0.585904658,0.169416463
LINC02233,0.346634152,0.864480267
LINC02477,-0.166028724,0.934866667
FSTL5,0.822896695,0.159567044
TAPT1,-0.093716776,0.689255899
FAM53A,1.305715249,0.349273072
TAPT1-AS1,-0.162171999,0.482843393
RPS21P4,-0.884461666,0.005652231
AC006427.1,0.085684197,0.96633496
NAF1,-0.154885792,0.393712417
AC079238.1,0.427612434,0.833284667
NPY1R,0.273326447,0.893044286
NPY5R,-0.02432812,0.990439294
TMA16,-0.29944058,0.107216787
MARCH1,-0.175964608,0.662752902
AC093788.1,-0.377899625,0.852516363
ZEB2P1,0.15520092,0.939081474
AC112247.1,-0.304120986,0.548929585
AC097515.1,0.364642667,0.813295153
AC105250.1,1.430435171,4.14702E-05
ANP32C,0.868517082,0.670291749
SMIM31,0.373495941,0.854162804
APELA,-0.765257069,0.638299177
AC106872.3,0.071204391,0.972020752
NACA3P,0.396764848,0.189514906
TRIM61,-0.383146395,0.850428272
FAM218A,-0.235407883,0.907790995
AC106872.2,-1.016841392,0.154311089
LDB2,-0.003885094,0.9965275
TRIM60,0.161321332,0.936673175
AC106872.7,-1.184136516,0.368073332
TMEM192,0.941113123,0.000211403
KLHL2,0.426385029,0.000400787
GK3P,0.147358724,0.942188658
MSMO1,0.664369793,4.37301E-05
CPE,0.45692413,0.080177344
HADHAP1,0.435186847,0.772817608
NOL8P1,0.362845946,0.853657755
AC080079.1,0.149552839,0.9413272
TLL1,0.025557468,0.98996723
AC097487.1,0.106172491,0.958341437
SPOCK3,0.233719173,0.47894415
AC116634.1,0.231788327,0.909122838
ANXA10,0.259433891,0.898363954
DDX60,0.110982963,0.910108114
DDX60L,0.645288672,0.02588014
PALLD,0.474309655,0.001163813
AC080188.1,0.461170753,0.820421927
AC080188.3,0.269917391,0.894340446
CBR4,0.762972421,1.68864E-07
SH3RF1,-0.220169103,0.017337052
SLBP,0.136103517,0.533580277
NEK1,0.518707149,0.005938183
CLCN3,0.104413274,0.337413512
HPF1,0.042526923,0.871712449
AC106894.1,0.208714326,0.91815068
PTGES3P3,-0.230686233,0.859633282
AC079768.1,-0.202060041,0.921291995
LINC02275,-0.133338528,0.947677134
AC084866.2,-0.207755652,0.918508176
MFAP3L,-0.223873882,0.409311286
AADAT,0.659189854,0.000114381
LINC01612,-0.039418355,0.984515997
LINC02512,0.040346972,0.984152269
AC096571.1,0.96093179,0.552244562
AC016773.1,0.294430421,0.884726444
LINC02504,0.081387147,0.968022091
TMEM129,0.537564111,0.361278953
LINC02493,0.081387147,0.968022091
GALNTL6,0.178839664,0.676949843
TACC3,1.844937376,1.01492E-23
AC105285.1,0.238884503,0.89444501
GALNT7,0.027989549,0.774887919
AC097534.1,-1.91122617,0.022914984
HMGB2,0.670077284,0.001292053
AC097534.2,0.456640108,0.822246238
SAP30,0.57365382,0.080191073
SCRG1,-0.199322793,0.921870453
RPL5P11,-0.394380431,0.82821877
AC093849.1,-0.129485095,0.949195901
HAND2,0.630249606,0.313437178
HAND2-AS1,0.314027508,0.805578372
MORF4,0.514256891,0.666661794
RANP6,-0.548314138,0.685526669
AC106895.1,0.0712244,0.972022892
LINC02269,0.208714326,0.91815068
AC106895.2,-0.102202463,0.959868556
LINC02268,-0.501305054,0.545418577
FBXO8,-1.177746618,3.21744E-06
CEP44,0.123813292,0.402350961
AC116616.1,0.157775714,0.938061829
HPGD,-0.619280386,0.050486216
AC096751.1,0.071204391,0.972020752
QDPR,0.317013031,0.617110489
GLRA3,-0.127444135,0.889026156
ADAM29,-0.081920406,0.948332482
AC022325.1,-0.023971672,0.990579639
AC095050.1,0.505384732,0.579514948
TSEN2P1,0.032803289,0.987115163
GPM6A,0.686396516,0.070638291
LAP3,-0.014050286,0.957446549
AC006160.1,-0.077893885,0.96962533
AC110794.1,0.071204391,0.972020752
WDR17,-0.260429782,0.778710521
MED28,0.308649221,0.029206647
SPATA4,0.285884052,0.888086198
ASB5,-0.023971672,0.990579639
FAM184B,0.897818382,0.162852896
AC019163.1,-0.154596408,0.939706578
SPCS3,-0.639209453,4.53322E-09
AC093801.2,0.085684197,0.96633496
AC093801.1,0.071204391,0.972020752
VEGFC,-0.663087055,0.447979276
NEIL3,-0.012092547,0.957342938
AC027627.1,-0.127595154,0.949929502
AGA,-0.021390245,0.978562776
AC078881.1,0.164178336,0.60037183
LINC01098,0.210555833,0.91747215
LINC01099,-0.345314938,0.423067612
DCAF16,0.247183885,0.050223636
NCAPG,0.153681316,0.371898966
LCORL,-0.227956566,0.07629925
KRT18P63,0.014865828,0.994165017
FGFR3,0.825240278,8.20856E-05
AC020551.1,-0.103399655,0.959399841
LINC00290,0.085818539,0.966324979
LETM1,0.622834828,0.000246838
AC093840.1,1.26751957,0.306865365
TEMN3-AS1,0.085684197,0.96633496
AC098864.1,0.320177683,0.18562094
TENM3,0.413274652,0.559991205
AC108142.1,-0.310761714,0.090533205
AC079766.1,0.147840943,0.941967557
DCTD,-0.012490171,0.96118388
FAM92A1P2,-0.14242063,0.944122838
WWC2-AS2,-0.333133632,0.869757051
WWC2,0.462442187,2.52183E-07
CDKN2AIP,-0.569833463,0.132668339
VTI1BP2,-0.34596043,0.864298695
AC107214.1,0.205249319,0.918702442
ING2,0.331586925,0.664708386
AC107214.2,-0.205355518,0.919487342
RWDD4,-0.3257586,0.536165884
TRAPPC11,0.765469796,2.49115E-06
STOX2,1.089750374,0.000332276
AC074194.1,0.097825462,0.961590593
AC074194.2,0.005363439,0.997893843
ENPP6,-0.087125757,0.9659675
MYL12BP2,-0.06961694,0.964434414
LINC02363,0.288447481,0.887052037
LINC02362,0.103184838,0.959506718
IRF2,1.568840469,3.16698E-17
AC099343.2,0.028908658,0.988648236
AC099343.3,0.036274468,0.985753828
LINC02427,-0.453708709,0.820285595
AC099343.1,0.583707306,0.773940068
LINC02365,-0.019813416,0.992219586
CASP3,-0.531163029,0.013312391
PRIMPOL,0.819979137,7.13881E-05
CENPU,0.317750583,0.064202821
ACSL1,0.800449361,0.086580702
AC084871.1,-0.023971672,0.990579639
LINC02436,0.228807982,0.910285976
SLC25A4,-0.609263937,0.107709665
CFAP97,-0.189008709,0.201654422
SNX25,1.267603192,6.86922E-15
LRP2BP,0.979072349,0.5192504
AC112722.1,0.502000229,0.62020021
ANKRD37,2.75981648,1.95737E-18
UFSP2,1.090291867,0.000208645
C4orf47,0.182113391,0.831670632
CCDC110,-0.013741622,0.994605909
PDLIM3,0.845596707,0.605892946
SORBS2,-0.426166316,0.745832899
TLR3,-0.043520526,0.982917799
FAM149A,1.062789231,0.532796787
CYP4V2,0.06709591,0.97231756
KLKB1,-0.044913509,0.959743974
F11-AS1,0.420722117,0.836026503
AC018709.1,0.535130788,0.786411713
MTNR1A,-0.109981188,0.956843778
FAT1,0.319791987,0.017274644
AC110772.1,0.085684197,0.96633496
NSD2,0.812303264,6.83682E-13
AC097652.1,0.238695016,0.906524575
AC093763.2,-0.153195936,0.934938919
LINC02492,-0.091206576,0.964195601
AC097521.1,0.081387147,0.968022091
AC108073.1,0.427952538,0.289426974
ZFP42,0.006984413,0.976577922
TRIML2,1.0047213,0.004606681
TRIML1,0.071204391,0.972020752
AC093789.1,-0.234559275,0.908106556
ICE2P1,-0.145921077,0.942766754
LINC01060,1.03406804,0.199315963
AC093909.1,0.130300929,0.942906097
AC093909.6,-0.190305881,0.925342998
AC093909.2,0.071204391,0.972020752
AC093909.4,0.071204391,0.972020752
HSP90AA4P,0.955802415,0.579371121
AF250324.1,0.06770219,0.973059186
FRG1,0.111279093,0.861379823
TUBB7P,0.271320101,0.893731234
AGGF1P1,-0.078867513,0.969037373
RPL23AP84,0.060796644,0.976123117
LINC02438,0.662423728,0.663320246
AC024230.1,-0.211991385,0.891756552
AC114728.1,-0.490552115,0.778538201
NELFA,1.214329094,5.78485E-13
SLIT2,-0.176898934,0.357641715
SLIT2-IT1,-0.229116942,0.910224695
C4orf48,0.022890982,0.988282073
NAT8L,1.210986868,0.101737697
PACRGL,-0.18519331,0.236025141
POLN,0.359276542,0.083093714
KCNIP4,0.427546066,0.043855399
AL136360.1,0.388369474,0.848358804
ZNF876P,0.480315925,0.099948879
KCNIP4-IT1,0.036669963,0.985599645
AC096719.1,0.177787708,0.872950959
HAUS3,-0.202068704,0.580012353
ADGRA3,0.341326391,0.00057201
MXD4,0.070003806,0.677568288
AC098583.1,-0.041439829,0.983388814
GBA3,0.264780368,0.83749599
ZFYVE28,0.712198136,0.727496462
CDC42P6,-0.23314268,0.287460629
AL158068.2,-0.600883281,0.767432071
AC097512.1,0.161321332,0.936673175
AC093607.1,0.026156478,0.989729061
ERVH-1,0.081387147,0.968022091
PPARGC1A,0.46670617,0.620643705
CFAP99,0.010651179,0.995817484
DHX15,0.105984708,0.277703038
RNF4,1.255453047,2.70937E-24
ATP5LP3,0.044783378,0.98242309
HNRNPA1P65,0.081387147,0.968022091
SOD3,0.377769253,0.852498898
CCDC149,0.389161382,0.331594532
LGI2,0.355843504,0.860596475
AL645924.2,0.081387147,0.968022091
SEPSECS,-0.059874231,0.840504367
AC104662.3,0.652456139,0.718712068
AC104662.2,0.388772853,0.14944237
PI4K2B,-0.386114835,0.024054068
ZCCHC4,-0.029924819,0.890044387
ANAPC4,0.178190247,0.16219202
AC133963.2,0.172895188,0.932141697
AC133963.1,1.082626589,0.466817961
SLC34A2,-0.07737479,0.969639963
RPS29P11,-0.554792442,0.784858622
AC092436.3,-0.111463364,0.956236439
MTND3P5,0.172895188,0.932141697
SEL1L3,0.983253087,0.000503128
SMIM20,-0.389471496,0.264481398
LINC02357,-0.225893044,0.911425108
CR545473.1,0.392493264,0.84685161
RBPJ,0.618830194,3.85038E-07
TBC1D19,0.503479002,0.000581147
STIM2,-0.059945826,0.727929669
AC106047.1,-0.023971672,0.990579639
AC079140.3,0.120868945,0.952580354
AC079140.5,0.277188803,0.891512228
ZNF732,1.226664796,3.5504E-07
LINC02261,0.159026964,0.937608581
TNIP2,0.38438495,0.292136746
IGBP1P5,-0.01106518,0.995655767
SH3BP2,1.237163391,0.000448029
AC109588.1,0.081387147,0.968022091
AC097480.1,-0.499221513,0.229872218
ADD1,1.245295319,1.85458E-27
MESTP3,0.397919504,0.798376517
LINC02364,0.071204391,0.972020752
AC109349.1,-0.022162578,0.991291806
MFSD10,0.666695216,0.02885399
NOP14-AS1,0.652239628,0.64187977
NOP14,1.410354409,1.46346E-09
GRK4,1.400844213,0.073875796
AC106868.1,-0.218632604,0.914259612
HTT-AS,-0.333726947,0.869528558
PCDH7,0.085392033,0.75247288
HTT,1.195514015,1.22371E-44
LINC02497,0.041302101,0.983776749
LINC02506,0.363177698,0.48691849
MSANTD1,-0.110949437,0.950815673
RGS12,0.928879308,2.29158E-18
AC017013.1,-0.038405506,0.984923327
AL645949.1,0.224825317,0.911840602
AC079140.4,0.132659946,0.947916625
AC016687.3,-0.208976019,0.842215616
ZNF141,0.659011387,2.62886E-11
AC016687.2,1.767328198,0.042640464
AC016687.1,0.632614913,0.757101507
LINC02484,-0.13866059,0.945588932
AC079140.2,-1.298811771,0.028007504
HGFAC,0.52912255,0.794575685
DOK7,0.157354404,0.938273256
AL590235.1,0.153919915,0.93963653
LRPAP1,0.864450487,4.91753E-22
AL590235.2,0.085684197,0.96633496
ARAP2,0.352894598,0.008236982
AC104078.1,-0.072683043,0.971467935
AC104078.2,0.285847648,0.888062918
LINC02505,0.085684197,0.96633496
AL136537.1,0.252275503,0.901729039
NWD2,0.197482754,0.922596632
C4orf19,0.828748386,0.000624011
AC141928.1,0.071204391,0.972020752
RELL1,0.570343127,0.064897203
ADRA2C,-0.256785011,0.899452357
AC108022.1,0.085684197,0.96633496
PGM2,0.535080111,0.035546255
AC021106.1,-0.011107983,0.995662512
TBC1D1,0.662666002,2.33426E-06
PTTG2,-0.094956979,0.962950635
AC021106.2,0.149407365,0.941340119
LINC02513,0.169449543,0.933490521
LINC01258,0.336980393,0.868275651
KLF3-AS1,0.7862117,0.655796337
AC092574.2,0.00604132,0.997628049
KLF3,-0.095872539,0.600368532
TLR1,0.039273197,0.984679992
TLR6,-0.004128529,0.998379302
FAM114A1,0.263115927,0.369156707
TMEM156,0.176592118,0.930756993
KLHL5,0.118521833,0.293875282
AC079921.2,0.28323177,0.889080227
AC226119.1,0.143428681,0.943627192
WDR19,0.97840198,6.01828E-12
RFC1,0.590597268,3.06363E-05
ALG1L7P,0.285847648,0.888062918
KLB,0.075620195,0.970311777
FAM86EP,-0.001453846,0.999430816
RPL9,-0.648569342,0.000260302
LIAS,0.864890953,0.071937114
AC021148.1,0.3004041,0.882847621
UGDH,0.356638445,0.016275488
UGDH-AS1,1.16792648,0.014330686
SMIM14,0.705137,0.003749622
AC108471.2,0.478493219,0.813735913
UBE2K,1.165014198,1.22399E-37
PDS5A,0.92639604,9.42033E-43
AC098591.2,-0.384987006,0.798517028
PABPC1P1,0.62039548,0.728968791
KRT18P25,1.054055171,0.389748741
AC098591.1,0.382071956,0.828553315
N4BP2,0.239596741,0.025553404
AC095057.3,0.337080626,0.868302416
RHOH,2.552560068,0.06496096
CHRNA9,-0.023971672,0.990579639
RBM47,1.498797018,6.33884E-17
AC116562.4,2.02801396,5.89846E-06
NSUN7,0.357692648,0.048543337
AC116562.1,-0.03613886,0.985814972
ARL4AP2,0.005424895,0.997870472
APBB2,1.056056804,2.2748E-34
AC131953.1,0.071965874,0.971731289
AC116562.2,-0.207755652,0.918508176
UCHL1-AS1,0.246300871,0.90349067
UCHL1,1.027149367,5.19993E-05
OR4D12P,0.085684197,0.96633496
LIMCH1,0.779192748,0.007779376
RPL12P20,0.124981559,0.950940516
UNC93B4,0.292657957,0.885460482
OR7E99P,0.085684197,0.96633496
AC105389.3,0.071204391,0.972020752
HMGB1P28,0.085684197,0.96633496
OTOP1,0.135908417,0.946664071
TMEM33,-0.517558139,0.003244242
DCAF4L1,0.191838757,0.924775585
AC106052.1,-0.347372765,0.864202951
SLC30A9,0.00796462,0.919398706
ATP1B1P1,-0.061486551,0.975866722
BEND4,-0.335946527,0.743199209
AC024022.1,0.03033705,0.988085019
TMEM128,0.030037159,0.92429358
SHISA3,0.071204391,0.972020752
ATP8A1,0.332393018,0.179373078
ABCA11P,0.497880646,0.00112883
ZNF721,0.68427943,3.6541E-07
AC096734.2,-0.225893044,0.911425108
LYAR,0.356101025,0.630668005
GRXCR1,0.267551013,0.895203025
ZBTB49,-0.270604585,0.554903485
AC111198.1,-0.030082272,0.988189909
AC105415.1,0.071204391,0.972020752
AC098590.1,-0.286376792,0.887949338
HGNC:18790,0.057785728,0.782834235
NDUFB4P12,-0.196145152,0.719002117
STX18,0.567936909,0.000659444
KCTD8,0.024468158,0.962347096
YIPF7,-0.758773453,0.68725896
GUF1,-0.7214499,0.00035111
GNPDA2,-0.825732148,0.022750981
AC096586.2,0.071204391,0.972020752
AC096586.1,0.264442154,0.896441122
STX18-IT1,0.120725608,0.952635936
AC108467.1,-0.218632604,0.914259612
RPS7P15,-0.136489513,0.946447646
STX18-AS1,1.431120305,1.04372E-14
GABRG1,0.656426586,0.578720214
AC104072.1,-0.02192059,0.99138705
GABRA2,-0.273222128,0.715104765
AC095060.1,0.0725551,0.971496874
RAC1P2,0.272541412,0.380801236
COX7B2,-0.166521602,0.934702801
GABRA4,-0.378572043,0.784331714
GABRB1,0.047718872,0.908792154
AC107398.3,-0.025373222,0.990033827
COMMD8,-1.567309575,8.77557E-10
AC107398.4,-0.11985386,0.95294027
ATP10D,0.132721265,0.136555529
CORIN,0.487202943,0.458821185
AC092597.1,-1.538937736,2.16943E-09
AC107068.2,-0.182550162,0.928388573
AC107068.1,-0.21190656,0.894139914
NFXL1,0.508894889,2.38973E-07
NIPAL1,-0.161718351,0.48152367
CNGA1,0.678915562,0.692868909
TXK,0.403666784,0.768487961
TEC,0.301492501,0.508735052
AC092437.1,0.205014863,0.919601279
SLAIN2,0.176637804,0.337907576
LINC01396,0.067324517,0.973573571
SLC10A4,0.121332066,0.95240729
ZAR1,0.038824377,0.98475544
FRYL,0.834346545,9.50911E-18
MSX1,-0.688440666,0.269989425
OCIAD1,0.603646751,1.08158E-09
OCIAD2,0.397083423,0.229108616
LDHAP1,0.086119733,0.966199855
CWH43,0.31209783,0.877887648
AC118282.1,0.081387147,0.968022091
ANKRD20A17P,0.081387147,0.968022091
AC119751.1,-0.023512236,0.990760522
PIGG,1.398643773,2.29241E-18
STK32B,1.394801308,0.00482267
DCUN1D4,0.502499671,0.000379252
AC027271.1,-0.271739865,0.893599534
LRRC66,-0.247381675,0.903145297
SGCB,-0.060195204,0.830606674
SPATA18,0.56092273,0.114535998
USP46,-0.062638918,0.629738444
USP46-AS1,-0.137185232,0.94619609
DANCR,-1.93837151,3.16986E-12
AC104066.1,-0.02432812,0.990439294
ERVMER34-1,0.026972149,0.989458518
LINC01618,0.161321332,0.936673175
RASL11B,-1.185205263,0.106834827
SCFD2,0.548179141,1.59031E-06
ZNF595,-0.040338947,0.954597242
FIP1L1,0.07485798,0.537259975
AC058822.1,-0.106732561,0.72166953
LNX1,0.461549087,0.003667937
LNX1-AS1,-0.218632604,0.914259612
LNX1-AS2,-0.092040788,0.963863467
AC124017.1,0.044621134,0.982481259
AC110792.1,0.29186714,0.885722677
AC110792.4,0.211169277,0.917187718
CHIC2,0.251260676,0.083149643
MORF4L2P1,-0.218632604,0.914259612
RPL22P13,-0.480456995,0.813918663
PDGFRA,0.230479547,0.84859238
KIT,1.06012353,0.118566944
LINC02358,-0.331302451,0.870424932
RPL38P3,-1.395576946,0.386693969
AC111194.2,0.215115303,0.915650356
KDR,0.299686701,0.855530014
SRD5A3,0.041427438,0.97056029
FCF1P8,0.098560684,0.961322818
SRD5A3-AS1,-0.182328078,0.928499231
TMEM165,0.189315868,0.169420989
EVC2,1.196851962,1.13826E-14
CLOCK,0.042731184,0.734578469
PDCL2,0.195537156,0.923327135
NMU,-0.181746174,0.914983168
EXOC1,-0.167974043,0.239445017
CEP135,0.456118473,0.008235056
KIAA1211,1.029334213,5.68124E-10
MRPL22P1,0.081387147,0.968022091
AASDH,0.315168727,0.120703821
AC068620.1,0.018994245,0.989868313
AC068620.2,-0.190560855,0.9252801
PPAT,0.076573194,0.671472185
AC068620.4,-0.219426463,0.91403907
PAICS,0.628892085,0.000561798
SRP72,-0.180545778,0.116761646
ARL9,0.147840943,0.941967557
THEGL,1.055182902,5.87772E-05
GLDCP1,1.258123767,6.73716E-05
HOPX,0.031962058,0.986341789
AC108215.1,0.071204391,0.972020752
AC022483.1,0.71285478,0.673641531
SPINK2,0.211709682,0.916978326
REST,0.342007995,0.012640759
NOA1,-0.009898897,0.976417248
POLR2B,0.417051619,0.006748151
IGFBP7,-0.929419107,0.008510123
UBE2CP3,-0.210583497,0.917437333
IGFBP7-AS1,-1.073346472,0.224940197
EVC,1.490652297,1.74134E-11
AC116565.1,-0.32219326,0.874059194
CRMP1,1.297395555,0.204668649
AC093725.2,-0.045620955,0.982098072
C4orf50,0.184049168,0.927812822
AC097501.2,-0.218632604,0.914259612
AC108517.1,-0.023512236,0.990760522
AC096588.1,0.157775714,0.938061829
AC093857.1,0.081387147,0.968022091
JAKMIP1,0.530358739,0.794111588
LINC02496,-0.02432812,0.990439294
ADGRL3,-0.073419335,0.911638037
RPL17P19,-0.215162483,0.916211452
AC108161.1,-0.352371047,0.863111046
LINC02495,0.067553059,0.973464334
ADGRL3-AS1,-1.179058315,0.512878435
RPS15AP17,-1.016718209,0.58623438
PDE6B,-0.031135859,0.97996025
WFS1,1.237631864,0.002381952
EXOC5P1,-0.151965407,0.707634438
LARP1BP1,0.677190284,0.739043841
TECRL,-1.311212769,0.132257963
DPP3P1,-0.254472411,0.900349549
LINC02232,-0.024039312,0.990560789
AC107464.1,0.506450901,0.803140666
EPHA5,-0.661344317,0.407120107
AC115223.1,0.335084089,0.091752752
EPHA5-AS1,0.081387147,0.968022091
MAN2B2,1.157116133,0.000636971
AC116049.2,-0.55928455,0.077200466
AC096721.1,-0.13099113,0.948601605
AC116049.1,0.081387147,0.968022091
AC107464.3,0.149407365,0.941340119
MRFAP1,0.473374021,0.007490996
LINC02482,0.018325752,0.992806674
AC093323.1,0.273473843,0.869129902
LINC002481,0.062205432,0.975561777
S100P,0.026695716,0.989521975
MRFAP1L1,0.833670477,0.008643089
BLOC1S4,-0.348213183,0.462178881
ATP5I,-0.930176338,2.02323E-06
MYL5,0.377707278,0.638002189
AC104806.2,-0.794955621,0.055670925
AC104806.1,-0.226739069,0.911159105
CENPC,0.286840276,0.109705388
STAP1,0.058695688,0.976946664
AC096720.2,-0.305795928,0.880408686
UBA6,-0.068410796,0.376929833
UBA6-AS1,-0.167358467,0.509061673
ST3GAL1P1,0.192747293,0.924391284
AC079880.1,-0.023512236,0.990760522
AC079880.2,-0.023512236,0.990760522
KIAA0232,0.144929843,0.277651347
TMPRSS11D,0.158759506,0.937929319
TMPRSS11A,-0.154659581,0.939344425
TMPRSS11GP,-0.25210379,0.901230066
GCOM2,-0.439814111,0.826776943
TMPRSS11F,-0.92845538,0.570578735
SYT14P1,0.145838509,0.942750406
FTLP10,0.089672493,0.964792306
MFSD7,0.493016054,0.808340196
TMPRSS11BNL,0.229984434,0.909886602
APOOP4,0.139109611,0.945417419
YTHDC1,0.670750607,3.0121E-06
MT2P1,0.211169277,0.917187718
TMPRSS11E,0.071204391,0.972020752
UGT2B29P,0.285847648,0.888062918
UGT2B17,0.051617855,0.979725772
AC021146.2,0.031186708,0.987752691
AC021146.12,-0.023971672,0.990579639
UGT2A3,0.085684197,0.96633496
AC021146.7,-0.000536741,0.999789292
UGT2B27P,-0.02432812,0.990439294
AC107401.1,-0.02432812,0.990439294
UGT2B7,0.32608555,0.872459632
TBC1D14,1.325916404,6.98411E-33
AC111000.5,0.052774258,0.979284195
AC111000.4,0.073529172,0.9711137
UGT2B11,0.071204391,0.972020752
UGT2B24P,0.071204391,0.972020752
UGT2B4,-0.106474046,0.958194332
AC093829.1,-0.129988959,0.948965444
UGT2A1,-0.247838283,0.902916118
UGT2A2,0.071204391,0.972020752
SULT1B1,-0.126640915,0.950317084
AC108941.2,-0.285066107,0.888659597
SULT1E1,0.3221888,0.874021821
AC108941.1,-0.207755652,0.918508176
AC097382.1,0.808498402,0.692322672
HTN1,0.081387147,0.968022091
CSN1S2AP,0.071204391,0.972020752
PRR27,-0.02432812,0.990439294
ODAM,0.008339663,0.996726791
AC097382.2,0.325809726,0.872593668
SMR3B,0.169449543,0.933490521
CCDC96,0.267551013,0.895203025
TADA2B,0.255813053,0.520239102
MUC7,0.294430421,0.884726444
AMTN,-0.207755652,0.918508176
PCGF3,1.001086155,1.83603E-24
GRPEL1,0.120387396,0.782850831
ENAM,0.241822257,0.905243145
JCHAIN,-0.101213719,0.960251351
UTP3,0.931657275,0.025333646
AC009570.1,-0.022415942,0.99119208
RUFY3,0.599297599,1.80009E-05
GRSF1,0.474075594,0.000572677
MOB1B,0.6246951,1.25993E-11
LINC02447,0.136756024,0.946320393
DCK,-0.576383793,0.00649721
SLC4A4,1.433921798,4.30695E-21
GC,0.256962131,0.899326827
SORCS2,1.029822343,0.000114663
NPFFR2,-0.182972839,0.562249087
ADAMTS3,0.009808911,0.956002004
HNRNPA1P67,0.586513413,0.772883429
COX18,-0.565410916,0.068336707
ANKRD17,0.389092057,2.51112E-05
HMGA1P2,0.470649187,0.344938307
AC053527.1,-0.096113035,0.797749558
AFP,-0.344862156,0.865174428
AFM,0.081387147,0.968022091
LINC02499,-0.023512236,0.990760522
RASSF6,0.102486623,0.918960634
CXCL8,0.321723157,0.87418934
CXCL6,0.169449543,0.933490521
CXCL1,0.466214167,0.818557266
HNRNPA1P55,0.593496887,0.770180704
CXCL5,0.211169277,0.917187718
CXCL3,0.40237699,0.842984194
AC093677.1,-0.066918009,0.957064214
CXCL2,0.623768222,0.75891776
MTHFD2L,-0.561814804,0.006221378
AC093677.2,-0.29887931,0.883055459
PSAPL1,0.071204391,0.972020752
EPGN,0.101314966,0.960223773
AREG,0.38536617,0.849614085
AC239584.1,0.081387147,0.968022091
BTC,-0.13843252,0.945700228
PARM1,0.100081088,0.958396861
AC110760.1,-0.04302937,0.983097687
AC025244.1,0.208714326,0.91815068
AC096759.1,0.265125074,0.896147545
AC096759.2,0.29186714,0.885722677
RCHY1,-0.648911076,0.000890547
THAP6,-0.085659478,0.700070048
C4orf26,-0.307754712,0.879675423
CDKL2,-0.112180094,0.950084914
G3BP2,0.227609478,0.073808037
AC139887.4,0.285847648,0.888062918
USO1,0.135507501,0.154082811
AC110615.1,-0.207755652,0.918508176
PPEF2,0.033892407,0.98669054
NAAA,0.889172017,0.613805859
SDAD1,0.111171034,0.626803823
AC112719.2,-0.16418756,0.935579074
CXCL9,0.081387147,0.968022091
ART3,-0.154241562,0.926526676
CXCL11,0.193190411,0.924226645
NUP54,-0.330045834,0.012023311
SCARB2,0.263664414,0.037051423
FAM47E,0.185001826,0.925982749
AC139887.2,1.625929307,7.69276E-08
FAM47E-STBD1,0.327391517,0.779606248
STBD1,0.340474742,0.825933289
CCDC158,0.469457202,0.67651197
SNX5P1,-0.426430595,0.571489467
AC139887.1,0.048539368,0.980934629
AC121158.1,0.156087158,0.937952397
AC107072.1,-0.135416912,0.94688357
AC104687.2,-0.02432812,0.990439294
SOWAHB,-0.338822159,0.80122923
SEPT11,0.239715198,0.038793724
TXNP6,0.467884659,0.155465312
CCNI,-0.04660667,0.642514027
AC104771.1,0.182267508,0.921541715
CCNG2,0.27414602,0.003702038
AC092674.1,0.15520092,0.939081474
CXCL13,0.850563041,0.3843655
AFAP1-AS1,-0.331302451,0.870424932
AFAP1,1.503305324,1.29074E-73
CNOT6L,0.303548319,0.028914846
MRPL1,0.029187592,0.869454389
AC114801.2,0.009153221,0.996405388
HMGB1P44,-0.023971672,0.990579639
HNRNPA1P56,0.081387147,0.968022091
AC114801.3,-0.207001331,0.918845015
FRAS1,0.799925935,0.000617259
SERBP1P5,1.207559743,0.115967335
MINOS1P4,-0.023971672,0.990579639
CPLX1,0.079249933,0.968886994
ANXA3,-0.335951601,0.014060608
LINC01094,-0.112387526,0.955868242
AC098818.2,-0.307349049,0.879786511
BMP2K,0.034687196,0.736556245
PAQR3,-0.4386938,0.005545279
LINC01088,-0.176794231,0.635755711
NAA11,-0.288641374,0.887039261
AC097381.1,0.085684197,0.96633496
LINC00989,0.035154542,0.986194041
ABLIM2,-0.088448831,0.954951494
LINC02469,0.081387147,0.968022091
PCAT4,-0.331653185,0.870339963
ANTXR2,-0.593809587,2.57674E-06
KPNA2P1,0.439922951,0.749987549
PRDM8,0.054439325,0.978616518
FGF5,0.169449543,0.933490521
C4orf22,-0.408145288,0.354452328
BMP3,0.055996849,0.978019737
PRKG2,0.737463749,0.385541739
RASGEF1B,-0.238324516,0.45255969
GMPSP1,-0.261752734,0.780355174
SH3TC1,0.924051096,0.626247086
AC116631.1,0.278239639,0.891076619
AC124016.2,-0.28591742,0.888072425
HNRNPD,0.933671527,5.25552E-22
AC124016.1,-0.310976046,0.878483688
